,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
551,24.03.07  - Cologno Monzese: minacce a consigliere provinciale PdCI," 24.03.07  - Cologno Monzese: minacce a consigliere provinciale PdCI
Minacce al consigliere provinciale e capogruppo dei Comunisti Italiani Luca Guerra: sul muro davanti a casa gli estremisti hanno scritto “la tua fine è nelle foibe! Ordine Nuovo”. ",/antifa/article/1350/ColognoMonzeseminacceaconsigliereprovincialePdCI,2007-03-24,2007,3,24,03-24,-,Cologno Monzese
552,19.03.07  - Milano: livornesi accoltellati dai fascisti," 19.03.07  - Milano: livornesi accoltellati dai fascisti
2 livornesi e un pisano sono stati accoltellati a Milano a margine di una manifestazione di arti marziali",/antifa/article/1347/Milanolivornesiaccoltellatidaifascisti,2007-03-19,2007,3,19,03-19,Q490,Milano
553,13.03.07  - Bari: incendiata e saccheggiata l'Infermeria Occupata," 13.03.07  - Bari: incendiata e saccheggiata l'Infermeria Occupata
Sabato 10 marzo, dopo un’iniziativa a sostegno dell’Ungdomshuset di Copenhagen, l’Infermeria è stata devastata, saccheggata ed incendiata da ignoti. ",/antifa/article/1335/BariincendiataesaccheggiatalInfermeriaOccupata,2007-03-13,2007,3,13,03-13,-,Bari
554,12.03.07  - Rimini: ennesimo attacco fascista al PAZ," 12.03.07  - Rimini: ennesimo attacco fascista al PAZ
Nella tarda serata di sabato 10 marzo due auto parcheggiate poco lontano dal laboratorio sono state fracassate da un gruppo di ignoti squadristi.",/antifa/article/1334/RiminiennesimoattaccofascistaalPAZ,2007-03-12,2007,3,12,03-12,-,Rimini
555,7.03.07  - Rimini: i fascisti in piazza contro il PAZ.," 7.03.07  - Rimini: i fascisti in piazza contro il PAZ.
Dopo le molotov lanciate di notte dai topi di fogna, la scorsa settimana, FN organizza una manifestazione contro il centro sociale. Comunicato di solidarietà dll’ANPI e appello per un contro-presidio",/antifa/article/1326/RiminiifascistiinpiazzacontroilPAZ,2007-03-07,2007,3,7,03-07,-,Rimini
556,4.03.07  - Palermo: bomba al cs Ask 91," 4.03.07  - Palermo: bomba al cs Ask 91
Il primo marzo 2007 un’ esplosione ha devastato un’ala del centro sociale Ask 191 occupato di viale Strasburgo 191 a Palermo. Nel cancello principale dell’Ask e nel marciapiede adiacente, è stata lasciata la firma di “Azione Giovani”, accompagnata dalla scritta “Dieci, cento, mille centri sociali eliminati” e da diverse croci celtiche.",/antifa/article/1321/PalermobombaalcsAsk91,2007-03-04,2007,3,4,03-04,-,Palermo
557,1.03.07  - Fano Coppia aggredita da naziskin," 1.03.07  - Fano Coppia aggredita da naziskin
FANO Attimi di paura per una coppia di ragazzi, circondati da numerosi nazi-skin nella notte di sabato, a Fano davanti all’uscita di un locale per giovani.",/antifa/article/1313/FanoCoppiaaggreditadanaziskin,2007-03-01,2007,3,1,03-01,-,Fano
558,28.02.07  - Lucca: agguato a un compagno," 28.02.07  - Lucca: agguato a un compagno
Nella notte un compagno è stato ferito in un agguato fascista. Comunicato stampa del Cantiere Resistente – Manifestazione per sabato 17 marzo – Articolo Tirreno – Aprile – Corriere",/antifa/article/1308/Luccaagguatoauncompagno,2007-02-28,2007,2,28,02-28,-,Lucca
559,24.02.07  - Rimini: attacco fascista al Lab. Sociale PAZ.," 24.02.07  - Rimini: attacco fascista al Lab. Sociale PAZ.
La scorsa notte grossi petardi e 2 molotov sono state scagliate contro lo stabile. Scritte fasciste sono comparse sui muri e le bandiere all’ingresso sono state asportate, in particolare quelle contro il Dal Molin.",/antifa/article/1307/RiminiattaccofascistaalLabSocialePAZ,2007-02-24,2007,2,24,02-24,-,Rimini
560,6.02.07  - Lecce: minacce al sindaco di Surbo," 6.02.07  - Lecce: minacce al sindaco di Surbo
«Stai attento, la tua casa salterà in aria. Fatti gli affari tuoi». E per firma, una svastica. Appena un mese prima (il 27 dicembre) una molotov viene lanciata contro il portone d’ingresso di Palazzo di città. Il 26 settembre scorso esplode un ordigno a basso potenziale che danneggia il cancello del villino in cui vive con la famiglia dell’esponente del sindaco Cirio (Margherita).",/antifa/article/1291/LecceminaccealsindacodiSurbo,2007-02-06,2007,2,6,02-06,-,Lecce
561,3.02.07  - Fano: aggrediti 2 dirigenti DS," 3.02.07  - Fano: aggrediti 2 dirigenti DS
Quattro giovani, descritti con teste rasate, giubbotto nero e simboli celtici, hanno aggredito due dirigenti dei Ds Aggiornamento Rassegna stampa",/antifa/article/1269/Fanoaggrediti2dirigentiDS,2007-02-03,2007,2,3,02-03,-,Fano
562,29.01.07  - Trento: aggrediti due gay," 29.01.07  - Trento: aggrediti due gay
Trento: «Finocchi di m…». L’insulto, poi le botte. E’ successo sabato sera, nei giardini di piazza Venezia. Vittime dell’aggressione due giovani omosessuali, finiti al pronto soccorso dell’ospedale. Non è la prima volta che nella zona si verificano episodi del genere.",/antifa/article/1296/Trentoaggreditiduegay,2007-01-29,2007,1,29,01-29,-,Trento
563,28.01.07  - Aggressione a Ekidna S. Martino Secchia (Mo)," 28.01.07  - Aggressione a Ekidna S. Martino Secchia (Mo)
mercoledì 7 febbraio h. 21 c/o sede di Ekidna per decidere insieme a tutte le forze antifasciste che cosa fare in seguito all’attacco neofascista di sabato.",/antifa/article/1270/AggressioneaEkidnaSMartinoSecchiaMo,2007-01-28,2007,1,28,01-28,-,San Martino Secchia
564,27.01.07  - Roma aggressione al liceo Newton - 16 anni 7 giorni di prognosi," 27.01.07  - Roma aggressione al liceo Newton - 16 anni 7 giorni di prognosi
gruppo di neofascisti esterni all’istituto ha mandato all’ospedale un ragazzo di 16anni. – A questo proposito, gli studenti antifascisti promuovono una giornata di mobilitazione cittadina per Sabato 3 Marzo.",/antifa/article/1256/RomaaggressionealliceoNewton16anni7giornidiprognosi,2007-01-27,2007,1,27,01-27,Q220,Roma
565," 26.01.07  - Arezzo, profanato un ex cimitero ebraico"," 26.01.07  - Arezzo, profanato un ex cimitero ebraico
E’ successo la notte scorsa, alla vigilia del giorno della Memoria
Il capoluogo toscano tappa dell’iniziativa regionale sulla Shoah
Arezzo, profanato un ex cimitero ebraico
“Dieci, cento, mille Shoah” e “Priebke libero” ",/antifa/article/1254/Arezzoprofanatounexcimiteroebraico,2007-01-26,2007,1,26,01-26,-,Arezzo
566,13.01.07  - Catania: aggressione in via Landolina," 13.01.07  - Catania: aggressione in via Landolina
Sabato 13 gennaio in tarda nottata un compagno di Rifondazione Comunista è stato aggredito nella centralissima via Landolina da due neofascisti, tra i quali riconoscibilissimo un noto esponente di Forza Nuova.",/antifa/article/1295/CataniaaggressioneinviaLandolina,2007-01-13,2007,1,13,01-13,-,Catania
567,6.01.07  - Taranto: bomba alla sezione del Pdci," 6.01.07  - Taranto: bomba alla sezione del Pdci
Quattro attentati in sette mesi cominciando dalle insegne, passando per le scritte sui muri e finendo con una bomba, la notte di Capodanno, davanti al portone. Svastiche e adesivi di Forza nuova a testimoniare la matrice dei gesti.",/antifa/article/1228/TarantobombaallasezionedelPdci,2007-01-06,2007,1,6,01-06,-,Taranto
568,23.12.06  - Opera (MI): 400 persone in piazza Fuoco e fiamme contro i rom," 23.12.06  - Opera (MI): 400 persone in piazza Fuoco e fiamme contro i rom
Un vero e proprio blitz. Conclusosi con 6 tende della Protezione civile bruciate e altre 7 divelte nel campo che il comune di Milano sta allestendo a Opera – all’angolo tra via Borsellino e via Marcora – per i nomadi sgomberati in zona Ripamonti due settimane fa. Aggiornamento: rassegna stampa",/antifa/article/1213/OperaMI400personeinpiazzaFuocoefiammecontroirom,2006-12-23,2006,12,23,12-23,-,Opera
569,20.12.06  - Colle Val d'Elsa (SI): vandalismi contro costruzione moschea," 20.12.06  - Colle Val d'Elsa (SI): vandalismi contro costruzione moschea
Dopo la provocazione della testa di maiale lasciata in bella vista davanti al cantiere, dopo quelle dell’On. Borghezio che minacciava ‘ronde’ padane, prodigandosi intanto in lanci di salsicce contro i musulmani residenti in zona, la Moschea di Val d’elsa è stata oggetto dell’ennesimo atto vandalico, opera questa volta dei neofascisti di Forza Nuova.",/antifa/article/1204/ColleValdElsaSIvandalismicontrocostruzionemoschea,2006-12-20,2006,12,20,12-20,-,Colle val d'Elsa
570,20.12.06  - Roma: bomba contro sede socialisti," 20.12.06  - Roma: bomba contro sede socialisti
Ancora un attentato di matrice neofascista con il lancio di una bomba contro la sezione storica dei socialisti di Via Appia all’interno della quale erano presenti alcuni militanti intenti a discutere di politica.  Aggiunta fonte Corriere della Sera ",/antifa/article/1203/Romabombacontrosedesocialisti,2006-12-20,2006,12,20,12-20,Q51185,Roma
571,18.12.06  - Borgo San Lorenzo (FI): incendiata sede Prc," 18.12.06  - Borgo San Lorenzo (FI): incendiata sede Prc
Incendiata e distrutta la sezione di Rifondazione Comunista di Borgo San Lorenzo. Gli ingenti danni causati mostrano la volontà di un’aggressione criminale.",/antifa/article/1199/BorgoSanLorenzoFIincendiatasedePrc,2006-12-18,2006,12,18,12-18,-,Firenze
572,11.12.06  - Ercolano (NA): attentato alla sezione dei CARC," 11.12.06  - Ercolano (NA): attentato alla sezione dei CARC
Attentato nella notte tra il 9 e 10 dicembre con l’esplosione di una bomba posta a ridosso della serranda della sede dei CARC di Via G.Marconi. La forte esplosione ha sfondato la saracinesca, mandato in frantumi la porta di vetro e divelto la soglia di marmo. Anche un negozio vicino ha subito danni all’insegna. ",/antifa/article/1191/ErcolanoNAattentatoallasezionedeiCARC,2006-12-11,2006,12,11,12-11,-,Ercolano
573,10.12.06  - Bari: aggressione all'Infermeria Occupata," 10.12.06  - Bari: aggressione all'Infermeria Occupata
Domenica 26 novembre, alle prime ore del giorno, tre fascisti entrano a volto coperto nell’infermeria occupata forzando l’inferriata di una finestra e iniziano a devastare tutto. Colti alla sprovvista da due compagn* che dormivano nel posto se ne vanno dopo aver preso uno dei due a calci e sputi.",/antifa/article/1187/BariaggressioneallInfermeriaOccupata,2006-12-10,2006,12,10,12-10,-,Bari
574,10.12.06  - Bari: aggressioni e minacce a giovani gay," 10.12.06  - Bari: aggressioni e minacce a giovani gay
La notte di sabato 25 novembre due trentenni, denunciati dalla squadra mobile della Questura, si sono recati in un noto locale dove era in corso una serata a tematica gay, cominciando a minacciare i presenti.",/antifa/article/1186/Bariaggressionieminacceagiovanigay,2006-12-10,2006,12,10,12-10,Q3519,Bari
575,10.12.06  - Brescia: celtiche sulla sede ArciGay," 10.12.06  - Brescia: celtiche sulla sede ArciGay
Nella notte, ignoti hanno tracciato sulla porta della sede del Comitato provinciale Arcigay di Brescia una croce celtica, un avvertimento tanto funesto quanto chiaro. Il rigurgito neonazista è solo l’ultimo episodio di un escalation di discriminazioni e minacce che la comunità gay bresciana sta subendo negli ultimi mesi. ",/antifa/article/1185/BresciaceltichesullasedeArciGay,2006-12-10,2006,12,10,12-10,Q6221,Brescia
576,10.12.06  - Napoli: 4 gay pestati da una banda di ragazzi," 10.12.06  - Napoli: 4 gay pestati da una banda di ragazzi
La sera dell’11 novembre a Bagnoli quattro giovani omosessuali sono stati pestati con calci e pugni da più di venti di ragazzi tra i 16 e i 25 anni: “Non dovete più venire qui ricchioni di merda!”, gli insulti indirizzati contro le vittime da un branco inferocito",/antifa/article/1184/Napoli4gaypestatidaunabandadiragazzi,2006-12-10,2006,12,10,12-10,-,Napoli
577,9.12.06  - Viterbo: aggrediti 2 giovani ds," 9.12.06  - Viterbo: aggrediti 2 giovani ds
Mentre attaccavano in zona Poggino manifesti del loro partito, due giovani della sinistra giovanile sono stati aggrediti e colpiti alla testa con bottiglie da probabili teppisti di matrice neonazista. Per uno di loro quattro punti di sutura alla testa. Aggiornamento: commenti dei politici",/antifa/article/1183/Viterboaggrediti2giovanids,2006-12-09,2006,12,9,12-09,-,Viterbo
578,7.12.06  - Brescia: gay di 38 anni aggredito e picchiato," 7.12.06  - Brescia: gay di 38 anni aggredito e picchiato
È stato picchiato duramente da alcuni uomini che gli si sono avvicinati all’improvviso mentre si trovava nella zona del ponte sul Mella, vicino a un locale frequentato per lo più da uomini e donne omosessuali",/antifa/article/1179/Bresciagaydi38anniaggreditoepicchiato,2006-12-07,2006,12,7,12-07,-,Brescia
579,7.12.06  - Brescia: ancora svastiche contro ragazze lesbiche," 7.12.06  - Brescia: ancora svastiche contro ragazze lesbiche
In novembre ripetute minacce e svastiche sull’auto di Doriana, la ragazza di Mazzano (Bs) a cui il 23 ottobre ignoti fascisti hanno devastato l’abitazione. L’ultimo episodio il 21 novembre: sul cofano della sua macchina la scritta “muori lesbica” accompagnata da una svastica, una croce celtica e le lettere FN.",/antifa/article/1178/Bresciaancorasvastichecontroragazzelesbiche,2006-12-07,2006,12,7,12-07,-,Brescia
580,6.12.06  - Roma: aggressioni al Pigneto," 6.12.06  - Roma: aggressioni al Pigneto
Un gruppo di destra del Pigneto si è permesso di aggredire senza un motivo preciso un ciclista e la sua ragazza che si trovavano qui per caso… poi un negoziante della zona… calci pugni e sberle gridando slogan contro algerini e stranieri.",/antifa/article/1175/RomaaggressionialPigneto,2006-12-06,2006,12,6,12-06,Q220,Roma
581,4.12.06  - Foggia: aggressione contro il Filorosso," 4.12.06  - Foggia: aggressione contro il Filorosso
Ieri notte, intorno alle 23, un gruppo di 5 fascisti ha scaraventato 
all’interno del centro di documentazione Filorosso di Foggia un grande espositore. Il posto è costantemente frequentato da giovani, anziani e bambini che fortunatamente non erano nei pressi della porta.",/antifa/article/1173/FoggiaaggressionecontroilFilorosso,2006-12-04,2006,12,4,12-04,-,Foggia
582,29.11.06  - Roma: aggressione all'uscita dello Strike," 29.11.06  - Roma: aggressione all'uscita dello Strike
La notte di sabato 25 novembre, circa alle cinque e mezza di mattina, cinque loschi individui che aspettavano dietro l’angolo hanno bloccato e picchiato un ragazzo, ferendolo alla testa con un oggetto contundente, per poi scappare via. Il ragazzo è stato curato al pronto soccorso e ha riportato 4 punti di sutura. 
",/antifa/article/1164/RomaaggressionealluscitadelloStrike,2006-11-29,2006,11,29,11-29,-,Roma
583,29.11.06  - Montesilvano (CH): svastiche su un circolo del PRC," 29.11.06  - Montesilvano (CH): svastiche su un circolo del PRC
Montesilvano: uno dei circoli del partito preso di mira e imbrattato con croci celtiche e svastiche. Anche a Pescara qualche giorno prima dell’incendio erano comparsi i medesimi simboli. 
",/antifa/article/1165/MontesilvanoCHsvastichesuuncircolodelPRC,2006-11-29,2006,11,29,11-29,Q51372,Montesilvano
584,29.11.06  - Ravenna: incendiato il csa Spartaco," 29.11.06  - Ravenna: incendiato il csa Spartaco
Nella notte tra il 23 e 24 novembre il C.S.A. Spartaco di Ravenna è stato incendiato.",/antifa/article/1163/RavennaincendiatoilcsaSpartaco,2006-11-29,2006,11,29,11-29,-,Ravenna
585,27.11.06  - Verona: continue aggressioni," 27.11.06  - Verona: continue aggressioni
3 aggressioni in una notte… 3 ragazzi con prognosi sopra i dieci giorni e almeno 5 malandati! QUESTA è Verona…",/antifa/article/1155/Veronacontinueaggressioni,2006-11-27,2006,11,27,11-27,-,Verona
586,22.11.06  - Bari: picchiato a sangue perché è gay," 22.11.06  - Bari: picchiato a sangue perché è gay
«È gay. Massacriamolo». Bari, nella notte tra domenica e lunedì dinanzi a un locale notturno cittadino na banda di cinque, sei persone prima lo hanno insultato e provocato, poi lo hanno pestato a sangue. Al Policlinico i medici lo hanno sottoposto alla Tac, diagnosticato un serio trauma cranico e suturato con 18 punti le ferite multiple che aveva sul viso.",/antifa/article/1149/Baripicchiatoasanguepercheegay,2006-11-22,2006,11,22,11-22,Q3519,Bari
587,22.11.06  - Roma: aggressione al liceo Tasso," 22.11.06  - Roma: aggressione al liceo Tasso
una decina di fascisti alcuni armati con chiavi inglesi hanno aggredito alcuni studenti a poche decine di metri dal Liceo Tasso in via Sicilia, il liceo e’ occupato dagli studenti contro i tagli previsti dalla finanziaria. Uno degli studenti aggrediti ha riportato una ferita alla testa",/antifa/article/1144/RomaaggressionealliceoTasso,2006-11-22,2006,11,22,11-22,-,Roma
588,18.11.06  - Padova: aggressione fascista a Radio Sherwood," 18.11.06  - Padova: aggressione fascista a Radio Sherwood
Ieri notte, poco dopo la mezzanotte, un gruppo di circa 15 persone con cappucci, passamontagna e bastoni, è entrato nel vicolo dove si trova la sede storica di Radio Sherwood a Padova,aggredendo due ragazze e un ragazzo.
",/antifa/article/1140/PadovaaggressionefascistaaRadioSherwood,2006-11-18,2006,11,18,11-18,-,Padova
589,14.11.06  - Piacenza: aggredito giovane comunista," 14.11.06  - Piacenza: aggredito giovane comunista
Sabato mattina davanti al Liceo Gioia di Piacenza, Carlo dei Giovani Comunisti è stato picchiato da 4 fascisti di Blocco studentesco, costola della Fiamma Tricolore: quattro i denunciati con per lesioni e violenza privata. Aggiornamento: 1 solo indagato",/antifa/article/1133/Piacenzaaggreditogiovanecomunista,2006-11-14,2006,11,14,11-14,-,Piacenza
590," 13.11.06  - Roma: irruzione al G.Galilei, ferita una studentessa"," 13.11.06  - Roma: irruzione al G.Galilei, ferita una studentessa
È successo a Roma durante l’elezione del presidente della Consulta provinciale nell’istituto tecnico Galileo Galilei. La giovane colpita con un pugno.",/antifa/article/1132/RomairruzionealGGalileiferitaunastudentessa,2006-11-13,2006,11,13,11-13,-,Roma
591,11.11.06  - Roma: celtiche e svastiche all'Aristofane," 11.11.06  - Roma: celtiche e svastiche all'Aristofane
Nella notte del 10 novembre un gruppo di fascisti è entrato nella scuola e ha imbrattato l’intero perimetro con celtiche e svastiche, scritte razziste e sessiste. In particolare, una scritta sessista “fuori le lesbiche dalla scuola” è stata fatta mirata a due compagne del liceo",/antifa/article/1130/RomacelticheesvasticheallAristofane,2006-11-11,2006,11,11,11-11,-,Roma
592,1.11.06  - Pescara: incendiata sede del Prc," 1.11.06  - Pescara: incendiata sede del Prc
La sede del circolo Antonio Gramsci in Piazza Grue a Pescara è stata incendiata: i danni sono ingenti e la sede è praticamente distrutta. La cittadinanza e le forze democratiche sono invitate per domani giovedì 2 novembre in Piazza Grue per un presidio davanti al circolo incendiato.",/antifa/article/1119/PescaraincendiatasededelPrc,2006-11-01,2006,11,1,11-01,-,Pescara
593,1.11.06  - Roma: scritte fasciste sul museo della Resistenza," 1.11.06  - Roma: scritte fasciste sul museo della Resistenza
Sono comparse durante la notte diverse scritte inneggianti al fascismo sui muri di via Tasso a Roma. Il palazzo, oggi adibito a Museo storico della Resistenza, fu teatro di tremende torture subite dai partigiani catturati durante il secondo conflitto mondiale. ",/antifa/article/1115/RomascrittefascistesulmuseodellaResistenza,2006-11-01,2006,11,1,11-01,-,Roma
594,28.10.06  - Brescia: minacce lesbofobiche firmate con la svastica," 28.10.06  - Brescia: minacce lesbofobiche firmate con la svastica
Raid firmato con le svastiche nella casa di una ventisettenne alla periferia di Mazzano",/antifa/article/1112/Bresciaminaccelesbofobichefirmateconlasvastica,2006-10-28,2006,10,28,10-28,-,Brescia
595,25.10.06  - Imola(Bo): Atti vandalici al Peacemaker," 25.10.06  - Imola(Bo): Atti vandalici al Peacemaker
prima una buchetta della posta scassata (è già la seconda) e resti di un autopasto mcdonaldiano sparsi per tutto il cortile; poi un sasso sfonda il finestrino di una macchina (di una ragazza che frequenta attivamente il circolo, in quel momento assente), che viene successivamente ribaltata davanti al Peacemaker",/antifa/article/1108/ImolaBoAttivandalicialPeacemaker,2006-10-25,2006,10,25,10-25,-,Imola
596,23.10.06  - Siena: tentato incendio alla sede dell'UDU," 23.10.06  - Siena: tentato incendio alla sede dell'UDU
Nella notte tra sabato 21 e domenica 22 ottobre ignoti hanno tentato di dar fuoco alla sede dell’UDU (sindacato studentesco) in Via Cecco Angiolieri a Siena. Fortunatamente le fiamme non si sono propagate nel palazzo.",/antifa/article/1104/SienatentatoincendioallasededellUDU,2006-10-23,2006,10,23,10-23,-,Siena
597,19.10.06  - Ancona: incendiato il csa Base Lunare Alpha," 19.10.06  - Ancona: incendiato il csa Base Lunare Alpha
Nella notte tra venerdì 13 e sabato 14 ottobre il Centro Sociale Autogestito Base Lunare Alpha è stato oggetto di un attacco incendiario che ha causato danni ingenti alle strutture. ",/antifa/article/1098/AnconaincendiatoilcsaBaseLunareAlpha,2006-10-19,2006,10,19,10-19,Q3415,Ancona
