,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
161,8.11.14  - Roma Blitz di Borghezio e Casa Pound nella scuola degli immigrati," 8.11.14  - Roma Blitz di Borghezio e Casa Pound nella scuola degli immigrati
Un blitz raz­zi­sta in piena regola, quello del 28 otto­bre scorso alla Scuola Media ex Lom­bardo Radice. Un gruppo di per­sone di Casa Pound e Lega Nord, capeg­giati da Mario Bor­ghe­zio, sono entrati nelle due aulette «pre­state» al IV Cen­tro ter­ri­to­riale per­ma­nente per l’età adulta (CTP) di Roma
",/antifa/article/4531/roma-blitz-di-borghezio-e-casa-pound-nella-scuola-degli-immigrati,2014-11-08,2014,11,8,11-08,-,Roma
162," 30.10.14  - Pestaggio e accoltellamento tra Trento e Rovereto, la Questura indaga"," 30.10.14  - Pestaggio e accoltellamento tra Trento e Rovereto, la Questura indaga
al Pronto Soccorso di Rovereto si è presentato un giovane, sembra vicino al movimento anarchico, con una profonda ferita da taglio all’addome. ",/antifa/article/4523/pestaggio-e-accoltellamento-tra-trento-e-rovereto-la-questura-indaga,2014-10-30,2014,10,30,10-30,Q3376,Trento
163," 25.10.14  - Torpedo denuncia una ""aggressione squadrista"" e incolpa Casapound, in via dei Borghi svastiche sui muri."," 25.10.14  - Torpedo denuncia una ""aggressione squadrista"" e incolpa Casapound, in via dei Borghi svastiche sui muri.
Torpedo lamenta un “Un agguato di chiaro stampo squadrista” che sarebbe avvenuto vicino ai locali di via dei Borghi ad opera di “una dozzina di militanti di Casapound”",/antifa/article/4520/torpedo-denuncia-una-aggressione-squadrista-e-incolpa-casapound-in-via-dei-borghi-svastiche-sui-muri,2014-10-25,2014,10,25,10-25,-,Torpedo
164,22.10.14  - Trento Aggrediti di notte da incappucciati," 22.10.14  - Trento Aggrediti di notte da incappucciati
E’ stata recapitata alla nostra redazione una lettera in cui dei ragazzi di Trento raccontano di essere stati vittima di un violento pestaggio avvenuto nei giorni scorsi, sul ponte di San Lorenzo, poco dopo mezzanotte. Dal racconto si deduce che gli aggressori sono appartenenti a movimenti di estrema destra",/antifa/article/4518/trento-aggrediti-di-notte-da-incappucciati,2014-10-22,2014,10,22,10-22,-,Trento
165," 16.10.14  - Roma Mamiani, studente picchiato fuori dal liceo: ""Aggredito da dieci ragazzi di estrema destra"""," 16.10.14  - Roma Mamiani, studente picchiato fuori dal liceo: ""Aggredito da dieci ragazzi di estrema destra""
L’episodio sarebbe avvenuto davanti all’entrata dello storico liceo romano in viale delle Milizie. La preside: “Erano giovani del Blocco studentesco”.",/antifa/article/4511/roma-mamiani-studente-picchiato-fuori-dal-liceo-aggredito-da-dieci-ragazzi-di-estrema-destra,2014-10-16,2014,10,16,10-16,-,Roma
166," 9.10.14  - Napoli, aggressione fascista al liceo J. Sannazaro"," 9.10.14  - Napoli, aggressione fascista al liceo J. Sannazaro
Oggi fuori al liceo J. Sannazaro, all’orario di uscita della scuola, un gruppo di ragazzi appartenenti a Blocco Studentesco (sezione studentesca di Casa Pound Italia) hanno aggredito due studenti del liceo. ",/antifa/article/4507/napoli-aggressione-fascista-al-liceo-j-sannazaro,2014-10-09,2014,10,9,10-09,-,Napoli
167,5.10.14  -  Fano. I fascisti incendiano lo spazio sociale Grizzly," 5.10.14  -  Fano. I fascisti incendiano lo spazio sociale Grizzly
Nella notte di sabato 4 ottobre lo Spazio Autogestito Grizzly di Fano è stato attaccato da una squadraccia fascista e devastato. Rivendicato con una svastica sui muri.",/antifa/article/4504/-fano-i-fascisti-incendiano-lo-spazio-sociale-grizzly,2014-10-05,2014,10,5,10-05,-,Fano
168,6.09.14  - Ennesima aggressione fascista a Napoli," 6.09.14  - Ennesima aggressione fascista a Napoli
L’ennesima aggressione fascista oggi a Napoli, in pieno centro, verso le 11:15 in Piazza Carlo III ai danni di un compagno e studente medio che non aveva altra colpa se non quella di indossare una maglietta dell’Azione Antifascista.  ",/antifa/article/4480/ennesima-aggressione-fascista-a-napoli,2014-09-06,2014,9,6,09-06,Q2634,Napoli
169,8.08.14  - Santa Severa: 21enne pestato perché di sinistra Denti rotti e labbro ferito," 8.08.14  - Santa Severa: 21enne pestato perché di sinistra Denti rotti e labbro ferito
E’ accaduto ad un 21enne di Santa Severa mentre giocava a biliardino. Sul posto l’immediato intervento dei Carabinieri in seguito ad una segnalazione.",/antifa/article/4456/santa-severa-21enne-pestato-perch-di-sinistra-denti-rotti-e-labbro-ferito,2014-08-08,2014,8,8,08-08,-,Santa Severa
170,1.08.14  - Treviso Gravissima aggressione ai danni di alcuni attivisti di ZTL WakeUp," 1.08.14  - Treviso Gravissima aggressione ai danni di alcuni attivisti di ZTL WakeUp
Dopo una serata passata a festeggiare il compleanno di una nostra compagna, intorno all’una e mezza il gruppo è stato assalito da un branco di 15 persone che, bastoni in mano, hanno iniziato a menare colpi a destra e a manca.",/antifa/article/4428/treviso-gravissima-aggressione-ai-danni-di-alcuni-attivisti-di-ztl-wakeup,2014-08-01,2014,8,1,08-01,-,Treviso
171," 19.07.14  - Foggia, pestano a sangue due prostitute. Uno degli aggressori è un fascista"," 19.07.14  - Foggia, pestano a sangue due prostitute. Uno degli aggressori è un fascista
Vittorio Zingaro, è un frequentatore di Casa Pound e dei circoli locali dell’estrema destra. Sarà interessante capire le simpatie degli altri aggressori non ancora individuati.",/antifa/article/4423/foggia-pestano-a-sangue-due-prostitute-uno-degli-aggressori--un-fascista,2014-07-19,2014,7,19,07-19,-,Foggia
172," 30.06.14  - Garbatella, assalto omofobo all'associazione Dì Gay Project: ""Vi bruceremo tutti"""," 30.06.14  - Garbatella, assalto omofobo all'associazione Dì Gay Project: ""Vi bruceremo tutti""
Un gruppo di una decina di ragazzi ha lanciato sacchi contenenti feci e urlato insulti e minacce",/antifa/article/4406/garbatella-assalto-omofobo-allassociazione-d-gay-project-vi-bruceremo-tutti,2014-06-30,2014,6,30,06-30,-,Roma
173," 30.06.14  - Roma, liceale picchiato perché antifascista finisce in ospedale"," 30.06.14  - Roma, liceale picchiato perché antifascista finisce in ospedale
Preso a calci e pugni in strada, dopo essere stato circondato da un gruppo di almeno tre ragazzi di estrema destra.",/antifa/article/4405/roma-liceale-picchiato-perch-antifascista-finisce-in-ospedale,2014-06-30,2014,6,30,06-30,-,Roma
174,23.06.14  - Trento - Aggredito attivista del centro sociale Bruno da una decina di militanti di Casapound," 23.06.14  - Trento - Aggredito attivista del centro sociale Bruno da una decina di militanti di Casapound
L’episodio avvenuto nella tarda serata di sabato 21 giugno. L’attivista è stato prima minacciato di morte e poi ferito ad un labbro, riuscendo fortunatamente a scampare in fretta all’aggressione evitando conseguenze peggiori. Tra gli aggressori si è particolarmente distinto Filippo Castaldini, leader di CPI Trento",/antifa/article/4398/trento---aggredito-attivista-del-centro-sociale-bruno-da-una-decina-di-militanti-di-casapound,2014-06-23,2014,6,23,06-23,-,Trento
175," 22.06.14  - Garbatella, raid in un pub: 6 feriti. Possibile movente politico"," 22.06.14  - Garbatella, raid in un pub: 6 feriti. Possibile movente politico
Sono entrati armati di caschi e bastoni attorno alla mezzanotte in un pub del quartiere Garbatella e hanno aggredito all’ingresso un gruppo di ragazzi.",/antifa/article/4397/garbatella-raid-in-un-pub-6-feriti-possibile-movente-politico,2014-06-22,2014,6,22,06-22,-,Roma
176,8.06.14  - Lucca Preso il branco delle «teste rasate»," 8.06.14  - Lucca Preso il branco delle «teste rasate»
Quattordici giovani fra cui una ragazza denunciati per lesioni e apologia del fascismo. Picchiavano i ragazzi per come erano vestiti o pettinati
",/antifa/article/4390/lucca-preso-il-branco-delleteste-rasate187,2014-06-08,2014,6,8,06-08,-,Lucca
177,1.06.14  - Giovani neofascisti accoltellano 27enne sulla linea della metrò di Torino. Grave al Martini," 1.06.14  - Giovani neofascisti accoltellano 27enne sulla linea della metrò di Torino. Grave al Martini
Si sta ancora cercando di ricostruire le dinamiche del ferimento di un 27enne, accoltellato nella notte sulla metropolitana di Torino da sei neofascisti.",/antifa/article/4383/giovani-neofascisti-accoltellano-27enne-sulla-linea-della-metr-di-torino-grave-al-martini,2014-06-01,2014,6,1,06-01,-,Torino
179,16.05.14  - Aggressione squadrista in biblioteca: ora basta fuori i fascisti da Terni," 16.05.14  - Aggressione squadrista in biblioteca: ora basta fuori i fascisti da Terni
Poco prima del comizio tenuto dal candidato sindaco Piergiorgio Bonomi, spalleggiato dal vice-presidente nazionale Simone Di Stefano, circa venti picchiatori hanno condotto un’azione squadrista all’interno della biblioteca comunale.",/antifa/article/4366/aggressione-squadrista-in-biblioteca-ora-basta-fuori-i-fascisti-da-terni,2014-05-16,2014,5,16,05-16,-,Terni
180,15.04.14  -  Frascati: studente aggredito dai fascisti di Blocco Studentesco," 15.04.14  -  Frascati: studente aggredito dai fascisti di Blocco Studentesco 

Oggi 15 aprile uno studente del Collettivo del Liceo Classico M.T. Cicerone di Frascati ha subito un’aggressione da parte di noti militanti di Blocco Studentesco, che si erano presentati nel cortile dell’istituto per un volantinaggio, al quale sono seguite intimidazioni verbali e violenza fisica. ",/antifa/article/4317/-frascati-studente-aggredito-dai-fascisti-di-blocco-studentesco-,2014-04-15,2014,4,15,04-15,Q190963,Frascati
181,14.03.14  - Rimini due compagni accoltellati. Comunicato," 14.03.14  - Rimini due compagni accoltellati. Comunicato
Nella notte di sabato 8 marzo 2014 due giovani sono stati accoltellati e seriamente feriti da un gruppo di fascisti (tra cui ex aderenti a Forza Nuova) fuori da un noto locale della zona. I due ragazzi accoltellati sono due compagni di Rimini.",/antifa/article/4260/rimini-due-compagni-accoltellati-comunicato,2014-03-14,2014,3,14,03-14,-,Rimini
182,13.03.14  - Svezia - Resisti Showan - accoltellato dai neonazisti," 13.03.14  - Svezia - Resisti Showan - accoltellato dai neonazisti
La sera dell’otto marzo, dopo la manifestazione “Riprendiamoci la notte”, che rivendicava  una Malmö libera da sessismo e omofobia, quattro manifestanti sono stati aggrediti e accoltellati da un gruppo di nazisti.",/antifa/article/4257/svezia---resisti-showan---accoltellato-dai-neonazisti,2014-03-13,2014,3,13,03-13,-,Svezia
183,13.02.14  - Pestaggi e minacce: Casapound semina il terrore a San Benedetto del Tronto," 13.02.14  - Pestaggi e minacce: Casapound semina il terrore a San Benedetto del Tronto
Durante la notte tra il 7 e l’8 febbraio in tre diversi episodi una banda di giovanotti aderenti a gruppi locali dell’estrema destra, tra i quali un pugile professionista, prendono di mira alcuni giovani e seminano il terrore nel centro cittadino.",/antifa/article/4212/pestaggi-e-minacce-casapound-semina-il-terrore-a-san-benedetto-del-tronto,2014-02-13,2014,2,13,02-13,-,San Benedetto del Tronto
184,9.01.14  - Treviso Ancora molotov nella notte contro la sede simbolo di Ztl," 9.01.14  - Treviso Ancora molotov nella notte contro la sede simbolo di Ztl
Una bomba molotov è stata lanciata la scorsa notte all’esterno della Casa dei Beni comuni, sede simbolo del collettivo Ztl e degli antagonisti trevigiani.",/antifa/article/4161/treviso-ancora-molotov-nella-notte-contro-la-sede-simbolo-di-ztl,2014-01-09,2014,1,9,01-09,-,Treviso
185,4.01.14  - Aggressione fascista al coltello a Genzano.," 4.01.14  - Aggressione fascista al coltello a Genzano. 
Sabato 28 Dicembre intorno alle 23 Genzano ha assistito all’ennesima aggressione fascista, stavolta ai danni di un ragazzo del paese da sempre attivo nel nostro territorio per il riconoscimento dei diritti dei migranti e nelle campagne in difesa dell’ambiente.",/antifa/article/4156/aggressione-fascista-al-coltello-a-genzano-,2014-01-04,2014,1,4,01-04,-,Genzano
186," 1.01.14  - Teramo, Aggressione di capodanno dei fascisti"," 1.01.14  - Teramo, Aggressione di capodanno dei fascisti
Alcuni feriti e due arresti sono il bilancio di una rissa che ha coinvolto una ventina di persone alle 5 di mattina in centro a Teramo.
Aggiornamento
",/antifa/article/4153/teramo-aggressione-di-capodanno-dei-fascisti,2014-01-01,2014,1,1,01-01,-,Teramo
187,29.12.13  - Due ragazzi picchiati da naziskin in centro a Treviso," 29.12.13  - Due ragazzi picchiati da naziskin in centro a Treviso
Un branco di sette-otto ragazzi contro uno. Pugni, calci, cinghiate in faccia. Lo hanno laciato a terra in piazza dei Signori a Treviso, una maschera di sangue, poco prima delle 3 della scorsa notte. «Erano ragazzi di estrema destra, un paio li conosco»,",/antifa/article/4149/due-ragazzi-picchiati-da-naziskin-in-centro-a-treviso,2013-12-29,2013,12,29,12-29,-,Treviso
188,16.12.13  - Palermo. Fascisti attaccano il corteo lavoratori Usb," 16.12.13  - Palermo. Fascisti attaccano il corteo lavoratori Usb
12 dicembre,durante la manifestazione USB dei lavoratori ASU, autorizzata dalla Digos, un gruppo di neofascisti d Casa pound e Forza Nuova hanno attaccato senza alcun motivo il corteo USB",/antifa/article/4136/palermo-fascisti-attaccano-il-corteo-lavoratori-usb,2013-12-16,2013,12,16,12-16,-,Palermo
189," 12.12.13  - Forconi, la Cgil denuncia: irruzioni squadriste nelle nostre sedi"," 12.12.13  - Forconi, la Cgil denuncia: irruzioni squadriste nelle nostre sedi
Irruzioni in diverse sedi della Cgil da parte del Movimento dei forconi. Le denuncia lo stesso sindacato che, visto il «degenerare» della protesta, ha disposto il rafforzamento dei presidi. ",/antifa/article/4131/forconi-la-cgil-denuncia-irruzioni-squadriste-nelle-nostre-sedi,2013-12-12,2013,12,12,12-12,-,Forconi
190," 12.12.13  - Milano Zona 3, bagarre e irruzione contro le iniziative sul Giorno della Memoria"," 12.12.13  - Milano Zona 3, bagarre e irruzione contro le iniziative sul Giorno della Memoria
Alcune decine di manifestanti irrompono in aula durante il dibattito e interrompono con il megafono mentre si discute delle iniziative sulla giornata in ricordo delle vittime nazifasciste",/antifa/article/4129/milano-zona-3-bagarre-e-irruzione-contro-le-iniziative-sul-giorno-della-memoria,2013-12-12,2013,12,12,12-12,Q490,Milano
191,2.12.13  - Treviso Aggrediti davanti al locale da un gruppo di destra," 2.12.13  - Treviso Aggrediti davanti al locale da un gruppo di destra
In quindici li hanno accerchiati fuori dall’Amami e colpiti con pugni e cinghiate La polizia ha identificato cinque trevigiani già noti agli agenti della Digos",/antifa/article/4109/treviso-aggrediti-davanti-al-locale-da-un-gruppo-di-destra,2013-12-02,2013,12,2,12-02,-,Treviso
192,26.11.13  - Bologna Aggressione al Circolo Berneri," 26.11.13  - Bologna Aggressione al Circolo Berneri
Pur trattandosi di un episodio dai contorni ancora oscuri e inspiegati, ci è parso giusto notificarlo pubblicamente per invitare tutti gli antifascisti bolognesi a vigilare con la pacata fermezza che ci contraddistingue.",/antifa/article/4097/bologna-aggressione-al-circolo-berneri,2013-11-26,2013,11,26,11-26,-,Bologna
193," 22.11.13  - Roma Pestaggi e raid squadristi, è il ""Bangla tour"" ""Così l'ultradestra va a caccia di immigrati"""," 22.11.13  - Roma Pestaggi e raid squadristi, è il ""Bangla tour"" ""Così l'ultradestra va a caccia di immigrati""
Da Torpignattara al Casilino, spedizioni di militanti contro i bengalesi. “Siamo camerati ed è nostro dovere combattere i clandestini con questi massacri”... e comincia davanti alle sedi di Forza Nuova. Una di queste si trova all’Appio, ai civici 52 e 54 di via Lidia.",/antifa/article/4090/roma-pestaggi-e-raid-squadristi--il-bangla-tour-cos-lultradestra-va-a-caccia-di-immigrati,2013-11-22,2013,11,22,11-22,-,Roma
194,20.11.13  - Ascoli Il Blocco Studentesco aggredisce uno studente," 20.11.13  - Ascoli Il Blocco Studentesco aggredisce uno studente 
Ennesimo atto intimidatorio da parte degli esponenti del Blocco Studentesco di Ascoli – gruppo studentesco vicino al movimento politico Casapound – ai danni di uno studente di sinistra del Liceo Scientifico di San Benedetto.",/antifa/article/4083/ascoli-il-blocco-studentesco-aggredisce-uno-studente-,2013-11-20,2013,11,20,11-20,-,Ascoli Piceno
195," 17.11.13  - Massa, rissa in un circolo politico: ragazza ferita Scontro tra alcuni militanti di sinistra e alcuni membri della sezione locale di Casa Pound"," 17.11.13  - Massa, rissa in un circolo politico: ragazza ferita Scontro tra alcuni militanti di sinistra e alcuni membri della sezione locale di Casa Pound
In seguito, un centinaio di giovani di sinistra ha bloccato l’Aurelia per oltre un’ora nel tratto davanti alla sede di Casa Pound, dove era in corso la festa per il primo anno di attività dell’associazione.",/antifa/article/4081/massa-rissa-in-un-circolo-politico-ragazza-ferita-scontro-tra-alcuni-militanti-di-sinistra-e-alcuni-membri-della-sezione-locale-di-casa-pound,2013-11-17,2013,11,17,11-17,-,Massa Carrara
196," 16.11.13  - Foggia, pestano a sangue due prostitute. Uno degli aggressori è un fascista"," 16.11.13  - Foggia, pestano a sangue due prostitute. Uno degli aggressori è un fascista
I carabinieri che sono intervenuti ed hanno bloccato due degli aggressori, Matteo Dedda e Vittorio Zingaro, entrambi 24enni, mentre fuggivano a piedi lungo la statale.",/antifa/article/4077/foggia-pestano-a-sangue-due-prostitute-uno-degli-aggressori-un-fascista,2013-11-16,2013,11,16,11-16,-,Foggia
197,12.11.13  - Aggressione fascista contro tre militanti del Pcl a Firenze," 12.11.13  - Aggressione fascista contro tre militanti del Pcl a Firenze
“Ieri sera 9 novembre tre nostri compagn* sono rimasti vittime di una vile aggressione fascista mentre passeggiavano tranquillamente in centro da parte di una decina di persone affiliate a movimenti neofascisti in zona di Piazza Repubblica. ” ",/antifa/article/4075/aggressione-fascista-contro-tre-militanti-del-pcl-a-firenze,2013-11-12,2013,11,12,11-12,Q2044,Firenze
198,5.11.13  - Trento Casa Pound e CSO Bruno: si incrociano in Questura e finisce a pugni," 5.11.13  - Trento Casa Pound e CSO Bruno: si incrociano in Questura e finisce a pugni
Ognuna delle due fazioni accusa l’altra di aver colpito per prima. I due militanti di Casa Pound, convocati in Questura per chiarimenti circa l’apertura della sede a Trento, hanno incrociato per caso il ragazzo, simpatizzante del Bruno. Gli agenti sono intervenuti per sedare la rissa",/antifa/article/4059/trento-casa-pound-e-cso-bruno-si-incrociano-in-questura-e-finisce-a-pugni,2013-11-05,2013,11,5,11-05,-,Trento
199," 5.11.13  - Brescia Minacce squadriste al Carmine, paura tra i residenti"," 5.11.13  - Brescia Minacce squadriste al Carmine, paura tra i residenti
La denuncia: «il 25 ottobre una dozzina di fascisti hanno tentato di entrare in un locale Arci e poi hanno aggredito un ragazzo»",/antifa/article/4058/brescia-minacce-squadriste-al-carmine-paura-tra-i-residenti,2013-11-05,2013,11,5,11-05,-,Brescia
200,18.10.13  - Legnano. Due bottiglie incendiarie contro la sede dell'Anpi," 18.10.13  - Legnano. Due bottiglie incendiarie contro la sede dell'Anpi
Atto vandalico nella sede dell’Anpi di Legnano: ignoti, nella notte, hanno lanciato due bottiglie incendiarie all’entrata della struttura in via Menotti e imbrattato il muro con la scritta: “partigiani boia”.",/antifa/article/4033/legnano-due-bottiglie-incendiarie-contro-la-sede-dellanpi,2013-10-18,2013,10,18,10-18,-,Legnano
201," 16.10.13  - Priebke, caos e scontri ai funerali ad Albano Ingresso vietato ai neonazi, esequie sospese"," 16.10.13  - Priebke, caos e scontri ai funerali ad Albano Ingresso vietato ai neonazi, esequie sospese
Centinaia di persone in piazza: assassino
Priebke, caos e scontri ai funerali ad Albano Ingresso vietato ai neonazi, esequie sospese Centinaia di persone in piazza: assassino",/antifa/article/4023/priebke-caos-e-scontri-ai-funerali-ad-albano-ingresso-vietato-ai-neonazi-esequie-sospese,2013-10-16,2013,10,16,10-16,-,Albano
202," 26.08.13  -  Aggressione fascista a Lucca, polizia complice"," 26.08.13  -  Aggressione fascista a Lucca, polizia complice
Una nuova aggressione di stampo neofascista si è consumata ieri sera a Lucca, ferito gravemente un ragazzo con una bottiglia rotta; ancora una volta evidenti le responsabilità delle forze dell’ordine nel coprire gli aggressori, volti noti della destra estrema cittadina.",/antifa/article/3945/-aggressione-fascista-a-lucca-polizia-complice,2013-08-26,2013,8,26,08-26,-,Lucca
203," 12.07.13  - Botte e cinghiate, aggrediti quattro ragazzi gay a Torino"," 12.07.13  - Botte e cinghiate, aggrediti quattro ragazzi gay a Torino
Nella notte tra domenica e lunedì quattro ragazzi sono stati aggrediti con pugni e cinghiate da un gruppo di ventenni, poi identificati, vicino al locale torinese Cacao dove si svolgeva il “Queever”.
",/antifa/article/3919/botte-e-cinghiate-aggrediti-quattro-ragazzi-gay-a-torino,2013-07-12,2013,7,12,07-12,-,Torino
204,6.07.13  - Treviso Lancio di molotov contro i ragazzi di Ztl," 6.07.13  - Treviso Lancio di molotov contro i ragazzi di Ztl
L’agguato raccontato dal Collettivo: «Eravamo una cinquantina dentro la Casa dei Beni Comuni. Sono stati due in scooter»",/antifa/article/3913/treviso-lancio-di-molotov-contro-i-ragazzi-di-ztl,2013-07-06,2013,7,6,07-06,-,Treviso
205," 4.07.13  - Omofobia, insultato in strada a Milano e picchiato a sangue perché è un gay"," 4.07.13  - Omofobia, insultato in strada a Milano e picchiato a sangue perché è un gay
La vittima dell’aggressione è un 35enne colpito dal conducente di un’auto sportiva che aveva ostacolato mentre era in bici e che gli ha rotto il naso: l’aggressore denunciato con l’aggravante dell’omofobia",/antifa/article/3910/omofobia-insultato-in-strada-a-milano-e-picchiato-a-sangue-perch233-un-gay,2013-07-04,2013,7,4,07-04,Q490,Milano
206," 13.06.13  - Roma Casapound tenta l'assalto al Cinema America Occupato, e scappa"," 13.06.13  - Roma Casapound tenta l'assalto al Cinema America Occupato, e scappa
... per i “legionari combattenti” questa volta è andata male: gli occupanti del cinema presenti all’interno dell’edificio, quando si sono resi conto di essere sotto attacco, hanno messo in fuga la squadraccia",/antifa/article/3862/roma-casapound-tenta-lassalto-al-cinema-america-occupato-e-scappa,2013-06-13,2013,6,13,06-13,-,Roma
207,7.06.13  - Pordenone Skinhead aggrediscono un minorenne di colore," 7.06.13  - Pordenone Skinhead aggrediscono un minorenne di colore
Ubriachi, un 28enne e un 24enne, hanno aggredito alcuni ragazzini: frasi razziste, ma sono volati anche calci e pugni",/antifa/article/3853/pordenone-skinhead-aggrediscono-un-minorenne-di-colore,2013-06-07,2013,6,7,06-07,-,Pordenone
208," 7.06.13  - Velletri, Luca Zulù dei 99 Posse aggredito prima di un concerto"," 7.06.13  - Velletri, Luca Zulù dei 99 Posse aggredito prima di un concerto
Tensioni e botte prima dell’esibizione della storica band antagonista napoletana: “Venti fascisti hanno colpito e sono scappati”. Il concerto è saltato, il gruppo non ha denunciato alla polizia l’aggressione: “L’antifascismo non si pratica nei tribunali”.",/antifa/article/3852/velletri-luca-zul-dei-99-posse-aggredito-prima-di-un-concerto,2013-06-07,2013,6,7,06-07,-,Velletri
209,6.06.13  - «L�??orrore fascista torna a uccidere a Parigi»," 6.06.13  - «L�??orrore fascista torna a uccidere a Parigi»
Un altro omicidio fascista nel cuore di Parigi. Un attivista diciottenne di estrema sinistra, Clément Méric, è dal 5 giugno sera in stato di morte cerebrale dopo un’aggressione di neonazisti identitari.",/antifa/article/3850/lorrore-fascista-torna-a-uccidere-a-parigi,2013-06-06,2013,6,6,06-06,-,Parigi
210,5.06.13  - Roma Attacco fascista al Cs Astra nel giorno di Carla Verbano," 5.06.13  - Roma Attacco fascista al Cs Astra nel giorno di Carla Verbano
Nel cuore della notte una molotov è stata lanciata sull’ingresso del centro sociale Astra 19. Cartelli bruciati e la porta danneggiata i risultati materiali dell’azione intimidatoria, avvenuta al piano terra di una casa popolare abitata da decine di persone.",/antifa/article/3849/roma-attacco-fascista-al-cs-astra-nel-giorno-di-carla-verbano,2013-06-05,2013,6,5,06-05,-,Roma
211,2.06.13  - Porto San Giorgio Ancora violenze squadriste dai militanti di CasaPound," 2.06.13  - Porto San Giorgio Ancora violenze squadriste dai militanti di CasaPound
pestaggio avvenuto martedì 28 maggio a Porto San Giorgio: un antifascista, dopo aver cercato di togliere un manifesto abusivamente affisso da CasaPound, è stato aggredito da un gruppo di neofascisti",/antifa/article/3844/porto-san-giorgio-ancora-violenze-squadriste-dai-militanti-di-casapound,2013-06-02,2013,6,2,06-02,-,Porto San Giorgio
212,31.05.13  - Napoli - Aggressione fascista contro un compagno," 31.05.13  - Napoli - Aggressione fascista contro un compagno
Martedì 14 aprile, un compagno è stato aggredito alle spalle da alcuni fascisti/camorristi mentre si recava allo spazio anarchico “Louise Michel”.",/antifa/article/3840/napoli---aggressione-fascista-contro-un-compagno,2013-05-31,2013,5,31,05-31,-,Napoli
213,6.05.13  - Treviso Compone canzoni antifasciste. Aggredito e pestato in piazza," 6.05.13  - Treviso Compone canzoni antifasciste. Aggredito e pestato in piazza
Ventenne preso a pugni da due giovani identificati grazie ai filmati delle videocamere della sicurezza Era in compagnia di un amico. «Esprimo le mie idee e continuerò a farlo. In città c’è un brutto clima».",/antifa/article/3781/treviso-compone-canzoni-antifasciste-aggredito-e-pestato-in-piazza,2013-05-06,2013,5,6,05-06,-,Treviso
214," 3.05.13  - Ukraina - Anarchico ferito in agguato nazi, appello alla solidarietà"," 3.05.13  - Ukraina - Anarchico ferito in agguato nazi, appello alla solidarietà
 Nella sera del 14 aprile l’attivista sociale V.N. è stato gravemente ferito a Kiev. E’ stato aggredito da 5 nazi nell’area della stazione metro Dorozhichi",/antifa/article/3774/ukraina---anarchico-ferito-in-agguato-nazi-appello-alla-solidariet224,2013-05-03,2013,5,3,05-03,-,Ukraina
215," 3.05.13  - Atene: gazzarra razzista di Alba Dorata, aggredito il sindaco"," 3.05.13  - Atene: gazzarra razzista di Alba Dorata, aggredito il sindaco
Domenica in Grecia è Pasqua, e i neonazisti di Alba Dorata hanno organizzato davanti al Parlamento una distribuzione di cibo per soli bianchi. La Polizia li ha cacciati, e per tutta risposta un deputato neonazi ha aggredito il sindaco della città.",/antifa/article/3772/atene-gazzarra-razzista-di-alba-dorata-aggredito-il-sindaco,2013-05-03,2013,5,3,05-03,-,Atene
216,28.04.13  - Aggressione a Ostiense: Luigi e Nicolas pestati dal branco perché gay," 28.04.13  - Aggressione a Ostiense: Luigi e Nicolas pestati dal branco perché gay
In sette, quattro uomini e tre donne, ha selvaggiamente aggredito i due ragazzi all’uscita di un locale.
",/antifa/article/3766/aggressione-a-ostiense-luigi-e-nicolas-pestati-dal-branco-perch233-gay,2013-04-28,2013,4,28,04-28,-,Ostia
217,19.04.13  - MIlano: Attacco fascista al campo rom," 19.04.13  - MIlano: Attacco fascista al campo rom
Neofascisti con simboli mussoliniani, lanciando slogan razzisti hanno lanciato pietre contro gli abitanti del campo rom di viale Ungheria/via Dione Cassio. ",/antifa/article/3740/milano-attacco-fascista-al-campo-rom,2013-04-19,2013,4,19,04-19,-,Milano
218,22.03.13  - Aggressione fascista in veronetta," 22.03.13  - Aggressione fascista in veronetta
...Il copione lo conosciamo già: braccia tese, si canta Faccetta Nera, si allungano le mani verso qualche ragazza e scatta la rissa. Arriva la polizia ma il picchiatore è già sparito.",/antifa/article/3708/aggressione-fascista-in-veronetta,2013-03-22,2013,3,22,03-22,-,Veronetta
219,17.03.13  - Aggressione fascista a Cremona," 17.03.13  - Aggressione fascista a Cremona
Nel giorno del ricordo attivo di Dax, si registra una provocazione fascista a Cremona. Il comunicato del CSA Dordoni che ricostruisce gli avvenimenti.",/antifa/article/3704/aggressione-fascista-a-cremona,2013-03-17,2013,3,17,03-17,-,Cremona
220,11.03.13  - Aggressione fascista a Lucca," 11.03.13  - Aggressione fascista a Lucca
Feroce aggressione fascista in un locale di Lucca: un 34enne di origini emiliane viene avvicinato da un esponente di estrema destra che al grido di slogan inneggianti a Mussolini lo colpisce al volto causandogli lesioni da ricovero in ospedale.",/antifa/article/3692/aggressione-fascista-a-lucca,2013-03-11,2013,3,11,03-11,-,Lucca
